State,Date,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
FL,2020-06,Passenger,11,11,22,1493,1515,1.4521452145214522
FL,2020-07,Passenger,10,11,21,1448,1469,1.4295439074200136
FL,2020-08,Passenger,10,11,21,1435,1456,1.4423076923076923
FL,2020-09,Passenger,10,10,20,1359,1379,1.4503263234227701
FL,2020-10,Passenger,10,9,19,1262,1281,1.483216237314598
FL,2020-11,Passenger,12,9,21,1375,1396,1.5042979942693409
FL,2020-12,Passenger,12,9,21,1363,1384,1.5173410404624277
FL,2021-01,Passenger,12,9,21,1353,1374,1.5283842794759825
FL,2021-02,Passenger,12,8,20,1338,1358,1.4727540500736376
FL,2021-03,Passenger,11,7,18,1332,1350,1.3333333333333335
FL,2021-04,Passenger,11,7,18,1322,1340,1.3432835820895521
FL,2021-05,Passenger,10,8,18,1298,1316,1.3677811550151975
FL,2021-06,Passenger,10,8,18,1268,1286,1.3996889580093312
FL,2021-07,Passenger,11,7,18,1244,1262,1.4263074484944533
FL,2021-08,Passenger,11,8,19,1387,1406,1.3513513513513513
FL,2021-09,Passenger,11,8,19,1381,1400,1.3571428571428572
FL,2021-10,Passenger,11,8,19,1373,1392,1.3649425287356323
FL,2021-11,Passenger,11,8,19,1354,1373,1.3838310269482883
FL,2021-12,Passenger,10,8,18,1266,1284,1.4018691588785046
FL,2022-01,Passenger,10,8,18,1238,1256,1.4331210191082804
FL,2022-02,Passenger,10,8,18,1218,1236,1.4563106796116505
FL,2022-03,Passenger,10,9,19,1196,1215,1.5637860082304527
FL,2022-04,Passenger,10,9,19,1184,1203,1.5793848711554446
FL,2022-05,Passenger,11,8,19,1168,1187,1.6006739679865205
FL,2022-06,Passenger,11,8,19,1144,1163,1.633705932932072
FL,2022-07,Passenger,11,7,18,1040,1058,1.7013232514177694
FL,2022-08,Passenger,11,7,18,1024,1042,1.727447216890595
FL,2022-09,Passenger,9,7,16,1015,1031,1.5518913676042678
FL,2022-10,Passenger,9,7,16,1000,1016,1.574803149606299
FL,2022-11,Passenger,10,6,16,1001,1017,1.5732546705998034
FL,2022-12,Passenger,10,5,15,986,1001,1.4985014985014986
FL,2023-01,Passenger,10,5,15,965,980,1.530612244897959
FL,2023-02,Passenger,10,5,15,961,976,1.5368852459016393
FL,2023-03,Passenger,8,5,13,896,909,1.4301430143014302
FL,2023-04,Passenger,8,5,13,882,895,1.452513966480447
FL,2023-05,Passenger,9,4,13,870,883,1.4722536806342015
FL,2023-06,Passenger,9,4,13,857,870,1.4942528735632183
FL,2023-07,Passenger,10,4,14,835,849,1.6489988221436984
FL,2023-08,Passenger,11,4,15,816,831,1.8050541516245486
FL,2023-09,Passenger,11,4,15,869,884,1.6968325791855203
FL,2023-10,Passenger,11,4,15,850,865,1.7341040462427744
FL,2023-11,Passenger,12,4,16,860,876,1.82648401826484
FL,2023-12,Passenger,12,4,16,840,856,1.8691588785046727
FL,2024-01,Passenger,12,3,15,816,831,1.8050541516245486
FL,2024-02,Passenger,12,3,15,788,803,1.86799501867995
FL,2024-03,Passenger,11,3,14,765,779,1.797175866495507
FL,2024-04,Passenger,11,3,14,745,759,1.844532279314888
FL,2024-05,Passenger,11,3,14,714,728,1.9230769230769231
FL,2024-06,Passenger,11,3,14,690,704,1.9886363636363635
FL,2024-07,Passenger,11,3,14,666,680,2.0588235294117645
FL,2024-08,Passenger,9,3,12,630,642,1.8691588785046727
FL,2024-09,Passenger,9,3,12,606,618,1.9417475728155338
FL,2024-10,Passenger,8,3,11,570,581,1.8932874354561102
GA,2020-01,Passenger,3,3,6,196,202,2.9702970297029703
GA,2020-02,Passenger,3,3,6,196,202,2.9702970297029703
GA,2020-03,Passenger,4,3,7,275,282,2.4822695035460995
GA,2020-04,Passenger,4,4,8,275,283,2.8268551236749118
GA,2020-05,Passenger,4,4,8,274,282,2.8368794326241136
GA,2020-06,Passenger,4,4,8,274,282,2.8368794326241136
GA,2020-07,Passenger,4,4,8,269,277,2.888086642599278
GA,2020-08,Passenger,4,4,8,270,278,2.877697841726619
GA,2020-09,Passenger,4,4,8,264,272,2.941176470588235
GA,2020-10,Passenger,4,4,8,254,262,3.0534351145038165
GA,2020-11,Passenger,4,4,8,252,260,3.076923076923077
GA,2020-12,Passenger,4,4,8,248,256,3.125
GA,2021-01,Passenger,3,4,7,240,247,2.834008097165992
GA,2021-02,Passenger,3,4,7,242,249,2.8112449799196786
GA,2021-03,Passenger,3,4,7,234,241,2.904564315352697
GA,2021-04,Passenger,3,3,6,232,238,2.5210084033613445
GA,2021-05,Passenger,3,2,5,227,232,2.1551724137931036
GA,2021-06,Passenger,3,2,5,228,233,2.1459227467811157
GA,2021-07,Passenger,4,2,6,236,242,2.479338842975207
GA,2021-08,Passenger,3,2,5,229,234,2.1367521367521367
GA,2021-09,Passenger,3,2,5,225,230,2.1739130434782608
GA,2021-10,Passenger,3,2,5,228,233,2.1459227467811157
GA,2021-11,Passenger,3,2,5,228,233,2.1459227467811157
GA,2021-12,Passenger,3,2,5,230,235,2.127659574468085
GA,2022-01,Passenger,3,2,5,223,228,2.1929824561403506
GA,2022-02,Passenger,3,2,5,220,225,2.2222222222222223
GA,2022-03,Passenger,4,2,6,218,224,2.6785714285714284
GA,2022-04,Passenger,4,2,6,213,219,2.73972602739726
GA,2022-05,Passenger,4,2,6,208,214,2.803738317757009
GA,2022-06,Passenger,4,3,7,337,344,2.0348837209302326
GA,2022-07,Passenger,4,4,8,376,384,2.083333333333333
GA,2022-08,Passenger,4,5,9,374,383,2.3498694516971277
GA,2022-09,Passenger,5,5,10,372,382,2.6178010471204187
GA,2022-10,Passenger,5,5,10,370,380,2.631578947368421
GA,2022-11,Passenger,5,5,10,362,372,2.6881720430107525
GA,2022-12,Passenger,5,5,10,351,361,2.7700831024930745
GA,2023-01,Passenger,5,5,10,348,358,2.793296089385475
GA,2023-02,Passenger,6,4,10,308,318,3.1446540880503147
GA,2023-03,Passenger,6,4,10,303,313,3.1948881789137378
GA,2023-04,Passenger,7,4,11,389,400,2.75
GA,2023-05,Passenger,7,4,11,377,388,2.8350515463917527
GA,2023-06,Passenger,7,4,11,373,384,2.864583333333333
GA,2023-07,Passenger,7,4,11,360,371,2.964959568733154
GA,2023-08,Passenger,7,4,11,355,366,3.0054644808743167
GA,2023-09,Passenger,7,4,11,350,361,3.0470914127423825
GA,2023-10,Passenger,7,4,11,340,351,3.133903133903134
GA,2023-11,Passenger,7,4,11,336,347,3.170028818443804
GA,2023-12,Passenger,7,4,11,328,339,3.2448377581120944
GA,2024-01,Passenger,7,4,11,322,333,3.303303303303303
GA,2024-02,Passenger,6,4,10,265,275,3.6363636363636362
GA,2024-03,Passenger,5,4,9,261,270,3.3333333333333335
GA,2024-04,Passenger,6,3,9,296,305,2.9508196721311477
GA,2024-05,Passenger,7,2,9,274,283,3.180212014134275
GA,2024-06,Passenger,7,2,9,273,282,3.1914893617021276
GA,2024-07,Passenger,7,2,9,263,272,3.308823529411765
GA,2024-08,Passenger,7,2,9,255,264,3.4090909090909087
GA,2024-09,Passenger,7,2,9,250,259,3.474903474903475
GA,2024-10,Passenger,6,2,8,215,223,3.587443946188341
HI,2020-01,Passenger,7,2,9,611,620,1.4516129032258065
HI,2020-02,Passenger,7,2,9,603,612,1.4705882352941175
HI,2020-03,Passenger,7,2,9,599,608,1.4802631578947367
HI,2020-04,Passenger,7,2,9,588,597,1.507537688442211
HI,2020-05,Passenger,7,2,9,578,587,1.5332197614991483
HI,2020-06,Passenger,7,2,9,573,582,1.5463917525773196
HI,2020-07,Passenger,7,2,9,575,584,1.5410958904109588
HI,2020-08,Passenger,8,2,10,583,593,1.6863406408094435
HI,2020-09,Passenger,9,2,11,578,589,1.8675721561969438
HI,2020-10,Passenger,9,3,12,582,594,2.0202020202020203
HI,2020-11,Passenger,9,3,12,585,597,2.0100502512562812
HI,2020-12,Passenger,9,3,12,575,587,2.0442930153321974
HI,2021-01,Passenger,9,3,12,572,584,2.054794520547945
HI,2021-02,Passenger,9,3,12,568,580,2.0689655172413794
HI,2021-03,Passenger,9,3,12,568,580,2.0689655172413794
HI,2021-04,Passenger,9,3,12,563,575,2.086956521739131
HI,2021-05,Passenger,9,3,12,556,568,2.112676056338028
HI,2021-06,Passenger,9,3,12,553,565,2.1238938053097343
HI,2021-07,Passenger,8,3,11,546,557,1.9748653500897666
HI,2021-08,Passenger,8,4,12,532,544,2.2058823529411766
HI,2021-09,Passenger,8,4,12,525,537,2.2346368715083798
HI,2021-10,Passenger,8,4,12,526,538,2.2304832713754648
HI,2021-11,Passenger,7,4,11,520,531,2.0715630885122414
HI,2021-12,Passenger,7,5,12,511,523,2.294455066921606
HI,2022-01,Passenger,7,5,12,506,518,2.3166023166023164
HI,2022-02,Passenger,7,5,12,504,516,2.3255813953488373
HI,2022-03,Passenger,8,5,13,497,510,2.549019607843137
HI,2022-04,Passenger,8,5,13,500,513,2.53411306042885
HI,2022-05,Passenger,8,5,13,488,501,2.5948103792415167
HI,2022-06,Passenger,7,5,12,487,499,2.404809619238477
HI,2022-07,Passenger,8,4,12,482,494,2.42914979757085
HI,2022-08,Passenger,8,4,12,475,487,2.4640657084188913
HI,2022-09,Passenger,8,3,11,474,485,2.268041237113402
HI,2022-10,Passenger,8,3,11,463,474,2.320675105485232
HI,2022-11,Passenger,8,4,12,454,466,2.575107296137339
HI,2022-12,Passenger,8,4,12,452,464,2.586206896551724
HI,2023-01,Passenger,8,4,12,443,455,2.6373626373626373
HI,2023-02,Passenger,7,4,11,434,445,2.4719101123595504
HI,2023-03,Passenger,7,4,11,415,426,2.5821596244131455
HI,2023-04,Passenger,7,4,11,403,414,2.657004830917874
HI,2023-05,Passenger,7,4,11,397,408,2.696078431372549
HI,2023-06,Passenger,7,4,11,397,408,2.696078431372549
HI,2023-07,Passenger,6,4,10,387,397,2.518891687657431
HI,2023-08,Passenger,6,4,10,382,392,2.5510204081632653
HI,2023-09,Passenger,6,4,10,365,375,2.666666666666667
HI,2023-10,Passenger,7,4,11,357,368,2.989130434782609
HI,2023-11,Passenger,7,3,10,351,361,2.7700831024930745
HI,2023-12,Passenger,7,3,10,350,360,2.7777777777777777
HI,2024-01,Passenger,7,3,10,340,350,2.857142857142857
HI,2024-02,Passenger,7,3,10,329,339,2.949852507374631
HI,2024-03,Passenger,7,3,10,323,333,3.003003003003003
HI,2024-04,Passenger,7,3,10,316,326,3.067484662576687
HI,2024-05,Passenger,6,3,9,281,290,3.103448275862069
HI,2024-06,Passenger,6,3,9,263,272,3.308823529411765
HI,2024-07,Passenger,5,2,7,250,257,2.7237354085603114
HI,2024-08,Passenger,4,2,6,241,247,2.42914979757085
HI,2024-09,Passenger,4,2,6,234,240,2.5
HI,2024-10,Passenger,3,2,5,222,227,2.2026431718061676
ID,2020-01,Passenger,2,4,6,580,586,1.023890784982935
ID,2020-02,Passenger,2,4,6,579,585,1.0256410256410255
ID,2020-03,Passenger,2,4,6,578,584,1.0273972602739725
ID,2020-04,Passenger,2,3,5,571,576,0.8680555555555556
ID,2020-05,Passenger,2,3,5,559,564,0.8865248226950355
ID,2020-06,Passenger,2,3,5,550,555,0.9009009009009009
ID,2020-07,Passenger,2,3,5,540,545,0.9174311926605505
ID,2020-08,Passenger,2,3,5,535,540,0.9259259259259258
ID,2020-09,Passenger,2,3,5,532,537,0.931098696461825
ID,2020-10,Passenger,1,3,4,529,533,0.7504690431519699
ID,2020-11,Passenger,1,3,4,519,523,0.7648183556405354
ID,2020-12,Passenger,1,3,4,518,522,0.7662835249042145
ID,2021-01,Passenger,1,2,3,244,247,1.214574898785425
ID,2021-02,Passenger,1,2,3,241,244,1.2295081967213115
ID,2021-03,Passenger,1,2,3,238,241,1.2448132780082988
ID,2021-04,Passenger,1,1,2,215,217,0.9216589861751152
ID,2021-05,Passenger,1,1,2,214,216,0.9259259259259258
ID,2021-06,Passenger,1,1,2,210,212,0.9433962264150944
ID,2021-07,Passenger,1,1,2,209,211,0.9478672985781991
ID,2021-08,Passenger,1,1,2,211,213,0.9389671361502347
ID,2021-09,Passenger,1,1,2,205,207,0.966183574879227
ID,2021-10,Passenger,1,1,2,206,208,0.9615384615384616
ID,2021-11,Passenger,1,1,2,205,207,0.966183574879227
ID,2021-12,Passenger,3,1,4,424,428,0.9345794392523363
ID,2022-01,Passenger,3,1,4,407,411,0.9732360097323601
ID,2022-02,Passenger,3,1,4,398,402,0.9950248756218906
ID,2022-03,Passenger,3,1,4,395,399,1.0025062656641603
ID,2022-04,Passenger,3,1,4,384,388,1.0309278350515463
ID,2022-05,Passenger,3,1,4,377,381,1.0498687664041995
ID,2022-06,Passenger,3,1,4,374,378,1.0582010582010581
ID,2022-07,Passenger,3,1,4,362,366,1.092896174863388
ID,2022-08,Passenger,3,1,4,355,359,1.1142061281337048
ID,2022-09,Passenger,3,1,4,349,353,1.13314447592068
ID,2022-10,Passenger,3,1,4,341,345,1.1594202898550725
ID,2022-11,Passenger,3,1,4,331,335,1.1940298507462688
ID,2022-12,Passenger,3,1,4,326,330,1.2121212121212122
ID,2023-01,Passenger,2,2,4,316,320,1.25
ID,2023-02,Passenger,3,2,5,310,315,1.5873015873015872
ID,2023-03,Passenger,3,2,5,306,311,1.607717041800643
ID,2023-04,Passenger,3,2,5,294,299,1.6722408026755853
ID,2023-05,Passenger,3,2,5,285,290,1.7241379310344827
ID,2023-06,Passenger,3,2,5,271,276,1.8115942028985508
ID,2023-07,Passenger,3,2,5,265,270,1.8518518518518516
ID,2023-08,Passenger,3,2,5,255,260,1.9230769230769231
ID,2023-09,Passenger,3,2,5,251,256,1.953125
ID,2023-10,Passenger,3,2,5,244,249,2.0080321285140563
ID,2023-11,Passenger,2,2,4,237,241,1.6597510373443984
ID,2023-12,Passenger,2,2,4,222,226,1.7699115044247788
ID,2024-01,Passenger,2,2,4,216,220,1.8181818181818181
ID,2024-02,Passenger,2,2,4,205,209,1.9138755980861244
ID,2024-03,Passenger,2,2,4,204,208,1.9230769230769231
ID,2024-04,Passenger,2,2,4,196,200,2.0
ID,2024-05,Passenger,2,2,4,188,192,2.083333333333333
ID,2024-06,Passenger,2,2,4,177,181,2.209944751381215
ID,2024-07,Passenger,2,2,4,170,174,2.2988505747126435
ID,2024-08,Passenger,2,2,4,157,161,2.484472049689441
ID,2024-09,Passenger,2,2,4,150,154,2.5974025974025974
ID,2024-10,Passenger,2,2,4,140,144,2.7777777777777777
IL,2020-01,Passenger,6,0,6,243,249,2.4096385542168677
IL,2020-02,Passenger,6,0,6,244,250,2.4
IL,2020-03,Passenger,6,0,6,246,252,2.380952380952381
IL,2020-04,Passenger,6,0,6,241,247,2.42914979757085
IL,2020-05,Passenger,6,0,6,239,245,2.4489795918367347
IL,2020-06,Passenger,6,0,6,240,246,2.4390243902439024
IL,2020-07,Passenger,6,0,6,240,246,2.4390243902439024
IL,2020-08,Passenger,6,0,6,237,243,2.4691358024691357
IL,2020-09,Passenger,6,1,7,237,244,2.8688524590163933
IL,2020-10,Passenger,7,1,8,235,243,3.292181069958848
IL,2020-11,Passenger,7,1,8,232,240,3.3333333333333335
IL,2020-12,Passenger,6,1,7,231,238,2.941176470588235
IL,2021-01,Passenger,7,1,8,233,241,3.319502074688797
IL,2021-02,Passenger,7,1,8,226,234,3.418803418803419
IL,2021-03,Passenger,7,1,8,226,234,3.418803418803419
IL,2021-04,Passenger,6,1,7,227,234,2.9914529914529915
IL,2021-05,Passenger,6,1,7,235,242,2.8925619834710745
IL,2021-06,Passenger,8,1,9,609,618,1.4563106796116505
IL,2021-07,Passenger,8,1,9,605,614,1.4657980456026058
IL,2021-08,Passenger,8,1,9,607,616,1.461038961038961
IL,2021-09,Passenger,9,1,10,602,612,1.6339869281045754
IL,2021-10,Passenger,10,1,11,591,602,1.8272425249169437
IL,2021-11,Passenger,10,1,11,582,593,1.854974704890388
IL,2021-12,Passenger,10,1,11,576,587,1.8739352640545146
IL,2022-01,Passenger,10,1,11,576,587,1.8739352640545146
IL,2022-02,Passenger,10,2,12,593,605,1.9834710743801653
IL,2022-03,Passenger,9,2,11,578,589,1.8675721561969438
IL,2022-04,Passenger,9,2,11,569,580,1.896551724137931
IL,2022-05,Passenger,9,2,11,562,573,1.9197207678883073
IL,2022-06,Passenger,7,2,9,552,561,1.6042780748663104
IL,2022-07,Passenger,7,2,9,541,550,1.6363636363636365
IL,2022-08,Passenger,7,2,9,534,543,1.6574585635359116
IL,2022-09,Passenger,9,2,11,541,552,1.9927536231884055
IL,2022-10,Passenger,8,2,10,538,548,1.824817518248175
IL,2022-11,Passenger,8,2,10,528,538,1.858736059479554
IL,2022-12,Passenger,8,2,10,521,531,1.8832391713747645
IL,2023-01,Passenger,9,2,11,513,524,2.099236641221374
IL,2023-02,Passenger,9,2,11,508,519,2.119460500963391
IL,2023-03,Passenger,9,2,11,500,511,2.152641878669276
IL,2023-04,Passenger,10,2,12,492,504,2.380952380952381
IL,2023-05,Passenger,9,3,12,362,374,3.2085561497326207
IL,2023-06,Passenger,10,3,13,359,372,3.494623655913978
IL,2023-07,Passenger,11,3,14,358,372,3.763440860215054
IL,2023-08,Passenger,10,3,13,346,359,3.6211699164345403
IL,2023-09,Passenger,11,3,14,338,352,3.977272727272727
IL,2023-10,Passenger,11,3,14,336,350,4.0
IL,2023-11,Passenger,13,4,17,338,355,4.788732394366197
IL,2023-12,Passenger,13,4,17,338,355,4.788732394366197
IL,2024-01,Passenger,13,4,17,325,342,4.970760233918129
IL,2024-02,Passenger,13,4,17,321,338,5.029585798816568
IL,2024-03,Passenger,13,4,17,312,329,5.167173252279635
IL,2024-04,Passenger,12,4,16,299,315,5.079365079365079
IL,2024-05,Passenger,12,3,15,295,310,4.838709677419355
IL,2024-06,Passenger,12,3,15,294,309,4.854368932038835
IL,2024-07,Passenger,13,3,16,285,301,5.3156146179401995
IL,2024-08,Passenger,11,3,14,265,279,5.017921146953405
IL,2024-09,Passenger,10,2,12,262,274,4.37956204379562
IL,2024-10,Passenger,10,1,11,258,269,4.089219330855019
IN,2020-03,Passenger,3,0,3,49,52,5.769230769230769
IN,2020-04,Passenger,3,0,3,49,52,5.769230769230769
IN,2020-05,Passenger,3,0,3,48,51,5.88235294117647
IN,2020-06,Passenger,3,0,3,49,52,5.769230769230769
IN,2020-07,Passenger,3,0,3,49,52,5.769230769230769
IN,2020-08,Passenger,3,1,4,53,57,7.017543859649122
IN,2020-09,Passenger,3,1,4,52,56,7.142857142857142
IN,2020-10,Passenger,4,1,5,52,57,8.771929824561402
IN,2020-11,Passenger,5,1,6,126,132,4.545454545454546
IN,2020-12,Passenger,5,1,6,124,130,4.615384615384616
IN,2021-01,Passenger,5,1,6,121,127,4.724409448818897
IN,2021-02,Passenger,5,1,6,119,125,4.8
IN,2021-03,Passenger,4,1,5,116,121,4.132231404958678
IN,2021-04,Passenger,5,1,6,133,139,4.316546762589928
IN,2021-05,Passenger,5,1,6,129,135,4.444444444444445
IN,2021-06,Passenger,5,2,7,137,144,4.861111111111112
IN,2021-07,Passenger,5,2,7,132,139,5.0359712230215825
IN,2021-08,Passenger,5,2,7,127,134,5.223880597014925
IN,2021-09,Passenger,5,2,7,126,133,5.263157894736842
IN,2021-10,Passenger,5,2,7,123,130,5.384615384615385
IN,2021-11,Passenger,5,2,7,123,130,5.384615384615385
IN,2021-12,Passenger,5,2,7,120,127,5.511811023622047
IN,2022-01,Passenger,5,2,7,117,124,5.64516129032258
IN,2022-02,Passenger,5,2,7,118,125,5.6000000000000005
IN,2022-03,Passenger,3,2,5,116,121,4.132231404958678
IN,2022-04,Passenger,3,2,5,112,117,4.273504273504273
IN,2022-05,Passenger,3,2,5,110,115,4.3478260869565215
IN,2022-06,Passenger,3,2,5,109,114,4.385964912280701
IN,2022-07,Passenger,3,2,5,104,109,4.587155963302752
IN,2022-08,Passenger,3,1,4,98,102,3.9215686274509802
IN,2022-09,Passenger,2,1,3,72,75,4.0
IN,2022-10,Passenger,2,1,3,75,78,3.8461538461538463
IN,2022-11,Passenger,2,1,3,72,75,4.0
IN,2022-12,Passenger,2,1,3,71,74,4.054054054054054
IN,2023-01,Passenger,2,1,3,69,72,4.166666666666666
IN,2023-02,Passenger,2,1,3,65,68,4.411764705882353
IN,2023-03,Passenger,2,1,3,62,65,4.615384615384616
IN,2023-04,Passenger,2,1,3,61,64,4.6875
IN,2023-05,Passenger,2,1,3,57,60,5.0
IN,2023-06,Passenger,2,0,2,48,50,4.0
IN,2023-07,Passenger,2,1,3,54,57,5.263157894736842
IN,2023-08,Passenger,2,1,3,52,55,5.454545454545454
IN,2023-09,Passenger,2,1,3,48,51,5.88235294117647
KS,2020-01,Passenger,1,1,2,100,102,1.9607843137254901
KS,2020-02,Passenger,1,1,2,100,102,1.9607843137254901
KS,2020-03,Passenger,1,1,2,98,100,2.0
KS,2020-04,Passenger,1,1,2,98,100,2.0
KS,2020-05,Passenger,1,1,2,97,99,2.0202020202020203
KS,2020-06,Passenger,1,1,2,97,99,2.0202020202020203
KS,2020-07,Passenger,1,1,2,101,103,1.9417475728155338
KS,2020-08,Passenger,1,1,2,94,96,2.083333333333333
KS,2020-09,Passenger,1,2,3,207,210,1.4285714285714286
KS,2020-10,Passenger,1,2,3,209,212,1.4150943396226416
KS,2020-11,Passenger,1,2,3,208,211,1.4218009478672986
KS,2020-12,Passenger,1,2,3,205,208,1.4423076923076923
KS,2021-01,Passenger,1,2,3,205,208,1.4423076923076923
KS,2021-02,Passenger,1,2,3,203,206,1.4563106796116505
KS,2021-03,Passenger,1,2,3,198,201,1.4925373134328357
KS,2021-04,Passenger,1,2,3,201,204,1.4705882352941175
KS,2021-05,Passenger,0,2,2,201,203,0.9852216748768473
KS,2021-06,Passenger,0,2,2,196,198,1.0101010101010102
KS,2021-07,Passenger,0,2,2,197,199,1.0050251256281406
KS,2021-08,Passenger,1,2,3,296,299,1.0033444816053512
KS,2021-09,Passenger,1,2,3,300,303,0.9900990099009901
KS,2021-10,Passenger,1,2,3,293,296,1.0135135135135136
KS,2021-11,Passenger,1,2,3,294,297,1.0101010101010102
KS,2021-12,Passenger,1,2,3,290,293,1.023890784982935
KS,2022-01,Passenger,1,2,3,286,289,1.0380622837370241
KS,2022-02,Passenger,1,2,3,283,286,1.048951048951049
KS,2022-03,Passenger,1,2,3,280,283,1.0600706713780919
KS,2022-04,Passenger,1,2,3,277,280,1.0714285714285714
KS,2022-05,Passenger,1,2,3,268,271,1.107011070110701
KS,2022-06,Passenger,1,2,3,268,271,1.107011070110701
KS,2022-07,Passenger,1,2,3,259,262,1.1450381679389312
KS,2022-08,Passenger,1,2,3,249,252,1.1904761904761905
KS,2022-09,Passenger,1,2,3,251,254,1.1811023622047243
KS,2022-10,Passenger,1,2,3,250,253,1.185770750988142
KS,2022-11,Passenger,1,2,3,250,253,1.185770750988142
KS,2022-12,Passenger,1,2,3,250,253,1.185770750988142
KS,2023-01,Passenger,1,2,3,248,251,1.1952191235059761
KS,2023-02,Passenger,1,2,3,244,247,1.214574898785425
KS,2023-03,Passenger,1,2,3,237,240,1.25
KS,2023-04,Passenger,1,1,2,166,168,1.1904761904761905
KS,2023-05,Passenger,1,1,2,165,167,1.1976047904191618
KS,2023-06,Passenger,1,1,2,163,165,1.2121212121212122
KS,2023-07,Passenger,0,1,1,84,85,1.1764705882352942
KS,2023-08,Passenger,0,1,1,82,83,1.2048192771084338
KS,2023-09,Passenger,0,2,2,135,137,1.4598540145985401
KS,2023-10,Passenger,0,2,2,130,132,1.5151515151515151
KS,2023-11,Passenger,0,2,2,131,133,1.5037593984962405
KS,2023-12,Passenger,0,2,2,130,132,1.5151515151515151
KS,2024-01,Passenger,1,2,3,197,200,1.5
KS,2024-02,Passenger,1,2,3,191,194,1.5463917525773196
KS,2024-03,Passenger,1,2,3,184,187,1.6042780748663104
KS,2024-04,Passenger,2,2,4,181,185,2.1621621621621623
KS,2024-05,Passenger,2,2,4,179,183,2.185792349726776
KS,2024-06,Passenger,2,2,4,176,180,2.2222222222222223
KS,2024-07,Passenger,2,2,4,172,176,2.272727272727273
KS,2024-08,Passenger,2,3,5,172,177,2.824858757062147
KS,2024-09,Passenger,2,2,4,166,170,2.3529411764705883
KS,2024-10,Passenger,2,2,4,161,165,2.4242424242424243
KY,2022-08,Passenger,2,1,3,98,101,2.9702970297029703
KY,2022-09,Passenger,2,1,3,98,101,2.9702970297029703
KY,2022-10,Passenger,2,1,3,94,97,3.0927835051546393
KY,2022-11,Passenger,2,1,3,92,95,3.1578947368421053
KY,2022-12,Passenger,2,1,3,90,93,3.225806451612903
KY,2023-01,Passenger,2,1,3,87,90,3.3333333333333335
KY,2023-02,Passenger,2,1,3,87,90,3.3333333333333335
KY,2023-03,Passenger,2,1,3,87,90,3.3333333333333335
KY,2023-04,Passenger,2,1,3,89,92,3.260869565217391
KY,2023-05,Passenger,2,1,3,86,89,3.3707865168539324
KY,2023-06,Passenger,2,1,3,85,88,3.4090909090909087
KY,2023-07,Passenger,2,1,3,85,88,3.4090909090909087
KY,2023-08,Passenger,2,1,3,84,87,3.4482758620689653
KY,2023-09,Passenger,2,1,3,85,88,3.4090909090909087
KY,2023-10,Passenger,2,1,3,83,86,3.488372093023256
KY,2023-11,Passenger,2,1,3,81,84,3.571428571428571
KY,2023-12,Passenger,2,1,3,81,84,3.571428571428571
KY,2024-01,Passenger,2,1,3,81,84,3.571428571428571
KY,2024-02,Passenger,2,1,3,81,84,3.571428571428571
KY,2024-03,Passenger,3,1,4,108,112,3.571428571428571
KY,2024-04,Passenger,3,1,4,108,112,3.571428571428571
KY,2024-05,Passenger,3,1,4,108,112,3.571428571428571
KY,2024-06,Passenger,3,1,4,107,111,3.6036036036036037
KY,2024-07,Passenger,3,1,4,100,104,3.8461538461538463
KY,2024-08,Passenger,3,1,4,96,100,4.0
KY,2024-09,Passenger,3,1,4,95,99,4.040404040404041
KY,2024-10,Passenger,3,1,4,93,97,4.123711340206185
MA,2020-01,Passenger,2,2,4,178,182,2.197802197802198
MA,2020-02,Passenger,2,1,3,171,174,1.7241379310344827
MA,2020-03,Passenger,2,2,4,171,175,2.2857142857142856
MA,2020-04,Passenger,2,2,4,163,167,2.3952095808383236
MA,2020-05,Passenger,2,2,4,163,167,2.3952095808383236
MA,2020-06,Passenger,2,2,4,159,163,2.4539877300613497
MA,2020-07,Passenger,2,2,4,160,164,2.4390243902439024
MA,2020-08,Passenger,2,2,4,156,160,2.5
MA,2020-09,Passenger,2,2,4,156,160,2.5
MA,2020-10,Passenger,3,2,5,170,175,2.857142857142857
MA,2020-11,Passenger,3,2,5,164,169,2.9585798816568047
MA,2020-12,Passenger,3,2,5,168,173,2.8901734104046244
MA,2021-01,Passenger,3,2,5,164,169,2.9585798816568047
MA,2021-02,Passenger,3,2,5,171,176,2.840909090909091
MA,2021-03,Passenger,3,2,5,172,177,2.824858757062147
MA,2021-04,Passenger,3,2,5,171,176,2.840909090909091
MA,2021-05,Passenger,3,2,5,171,176,2.840909090909091
MA,2021-06,Passenger,3,2,5,168,173,2.8901734104046244
MA,2021-07,Passenger,3,2,5,170,175,2.857142857142857
MA,2021-08,Passenger,3,2,5,167,172,2.9069767441860463
MA,2021-09,Passenger,2,2,4,152,156,2.564102564102564
MA,2021-10,Passenger,3,2,5,185,190,2.631578947368421
MA,2021-11,Passenger,3,2,5,184,189,2.6455026455026456
MA,2021-12,Passenger,2,2,4,81,85,4.705882352941177
MA,2022-01,Passenger,2,2,4,80,84,4.761904761904762
MA,2022-02,Passenger,2,2,4,79,83,4.819277108433735
MA,2022-03,Passenger,4,1,5,178,183,2.73224043715847
